AppID,PermissionToName,AppName,Reviewer,Platform,OS,Whichpopulationsistheapptargeting,Howwouldyoubestcategorizetheappdeveloper,Whatkindsofsupportdoesthedeveloperoffer,Wasanappropriateclinicalexpertinvolvedinappdevelopmentorqualitycontrol,Werepatientsinvolvedinappdevelopmentorqualitycontrol,Doestheappmakereferencetodiseasespecificguidelines,DoestheappclaimtobecompliantwiththeFDAguidelinessurroundingregulationofmobilemedicalapps,Doestheapprequirealogin,Doestheapphaveinappadvertising,IfyouansweredYestothepriorquestionisitpossibletoupgradetoanadfreeversion,Istheapptetheredtoahealthcaresystem,Cantheappsyncdirectlywithaperipheraldevice,IftheappisaniOSappisitcompatiblewithHealthKit,IftheappisanAndroidappisitcompatiblewithGoogleFit,Doestheapphaveaprivacypolicy,Doestheappdeveloperprovideruserinformationtoothersindividuallyorinaggregate,DoestheappclaimtomeetthestandardofHIPAAcompliance,Inwhatwaysdoestheappengagepatients,Doestheapprewardtheuserforengagingwiththeapporachievinghealthgoals,DoestheappengageusersthroughsocialmediaIfsohow,Doestheappappropriatelywarnuserscaregiversorclinicianswhendangerousinformationisentered,HowdoestheapphandlecommunicationorsharingofinformationwithCAREGIVERS,HowdoestheapphandlecommunicationorsharingofinformationwithCLINICIANS,IthinkthatIwouldliketousethisappfrequently,Ifoundtheappunnecessarilycomplex,Ithoughttheappwaseasytouse,IthinkthatIwouldneedthesupportofatechnicalpersontobeabletousethisapp,Ifoundthevariousfunctionsinthisappwerewellintegrated,Ithoughttherewastoomuchinconsistencyinthisapp,Iwouldimaginethatmostpeoplewouldlearntousethisappveryquickly,Ifoundtheappverycumbersometouse,Ifeltveryconfidentusingtheapp,IneededtolearnalotofthingsbeforeIcouldgetgoingwiththisapp,Howlikelyisitthatyouwouldrecommendthisapptoafriendorcolleague,iOSAvgRating,iOSNumRatings,AndroidAvgRating,AndroidNumRatings,AndroidNumDownloads,iOSONLYPricetodownloadtheappindollars,iOSONLYPricetopurchaseALLinapppurchasesindollars,iOSONLYAnnualpricetopurchaseasubscriptionindollars,ANDROIDONLYPricetodownloadtheappindollars,ANDROIDONLYPricetopurchaseALLinapppurchasesindollars,ANDROIDONLYAnnualpricetopurchaseasubscriptionindollars
66,n,,clinician_reviewer,iPhone,iOS,Cirrhosis or liver disease,Government agency,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it)",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,6,,,,,,0,0,0,,,
66,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Cirrhosis or liver disease,Government agency,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,3,1,5,1,5,1,5,2,5,1,,,,,,,0,0,0,,,
67,y,Category Therapy - Speech Rehab for Categories,clinician_reviewer,iPhone,iOS,Stroke,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,6,,,,,,14.99,0,0,,,
67,y,Category Therapy - Speech Rehab for Categories,nonclinician_reviewer,iPad or iPad Mini,iOS,"Dementia or mild cognitive impairment, Stroke",For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,5,1,5,1,5,1,5,1,5,1,,4.5,25,,,,14.99,0,0,,,
69,n,,clinician_reviewer,iPhone,iOS,"Coronary artery disease or congestive heart failure, Stroke",For-profit company,None of the above,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,6,,,,,,0,0,0,,,
69,n,,nonclinician_reviewer,iPhone,iOS,Stroke,Other non-profit organization,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,"Patient can e-mail information to caregiver using app, Patient can text information to caregiver using app","Patient can e-mail information to clinician using app, Patient can text information to clinician using app",2,1,4,1,3,2,4,1,4,1,,,,,,,0,0,0,,,
70,y,Language TherAppy Lite,clinician_reviewer,iPhone,iOS,Stroke,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,4,,,,,,0,0,0,,,
70,y,Language TherAppy Lite,nonclinician_reviewer,iPad or iPad Mini,iOS,Stroke,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,5,1,5,1,5,1,5,1,5,1,,4.5,115,,,,0,59.99,0,,,
76,y,Calorie Counter PRO,clinician_reviewer,iPhone,iOS,Obesity,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,Yes,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Yes,Not applicable (iOS app),Yes,"Yes, individual information",No,"Provides educational information, Records information, Displays patient's health information, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc), Private (e.g. app connects you to other patients through its own social media platform), Through a web-based forum",Yes,None of the above,None of the above,,,,,,,,,,,9,4.5,13738,,,,3.99,0,60,,,
76,y,Calorie Counter PRO by MyNetDiary,nonclinician_reviewer,iPad or iPad Mini,iOS,Obesity,For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with family (e.g. caregiver)",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Caregiver has access to information using separate login,None of the above,4,2,4,1,4,2,4,2,4,2,,,,,,,3.99,0,0,0,0,0
77,n,,clinician_reviewer,iPhone,iOS,"Diabetes mellitus, Obesity",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,No,Not applicable (iOS app),No,Not stated,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,8,4,366,,,,0,3.99,0,,,
77,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Obesity,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,1,3,4,1,3,2,4,3,3,1,,,,,,,0,3.99,,,,
78,n,,clinician_reviewer,iPhone,iOS,Diabetes mellitus,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,1,,,,,,4.99,0,0,,,
78,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Diabetes mellitus,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,3,2,4,1,3,2,4,3,3,3,,3.5,10,,,,4.99,0,0,,,
79,y,Diabetes Pedometer,clinician_reviewer,iPhone,iOS,Diabetes mellitus,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,Private (e.g. app connects you to other patients through its own social media platform),No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,5,4,50,,,,0,0,0,,,
79,y,"Diabetes Pedometer with Glucose & Food Diary, Weight Tracker, Blood Pressure Log and Medication Reminder by Pacer",nonclinician_reviewer,iPad or iPad Mini,iOS,Diabetes mellitus,Individual,None of the above,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,Private (e.g. app connects you to other patients through its own social media platform),No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,3,2,4,1,3,2,4,3,3,2,,,,,,,0,,,,,
81,n,,clinician_reviewer,Android phone,Android,Diabetes mellitus,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,7,,,4.5,323,"10,000 - 50,000",,,,0,4.99,0
81,n,,nonclinician_reviewer,Android tablet,Android,Diabetes mellitus,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,1,4,1,5,1,4,1,4,1,,,,,,,,,,0,4.99,0
85,n,,clinician_reviewer,Android phone,Android,Diabetes mellitus,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Not applicable (Android app),Yes,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,9,,,4.5,3,"50,000 - 100,000",,,,0,0,0
85,n,,nonclinician_reviewer,Android tablet,Android,Diabetes mellitus,Individual,E-mail,No clinical expert involved,No patients involved,Yes,No,No,Yes,Yes,No,Yes,Not applicable (Android app),Yes,No,Not stated,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,2,4,1,5,1,5,2,5,1,,,,,,,,,,0,7.99,0
87,n,,clinician_reviewer,Android phone,Android,Diabetes mellitus,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,1,,,4,131,"1,000 - 5,000",,,,0,0,0
87,n,,nonclinician_reviewer,Android tablet,Android,Diabetes mellitus,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Not applicable (Android app),No,No,No,No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,3,1,5,1,4,1,5,1,4,1,,,,,,,,,,2.5,0,0
88,n,,clinician_reviewer,Android phone,Android,Diabetes mellitus,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,No,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,9,,,4.5,5,"500,000 - 1,000,000",,,,0,0,0
88,n,,nonclinician_reviewer,Android tablet,Android,Diabetes mellitus,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,4,1,4,1,5,1,5,1,4,2,,,,,,,,,,0,0,0
94,y,ArthritisID,clinician_reviewer,iPhone,iOS,Arthritis,Other non-profit organization,"E-mail, Phone",Clinical expert involved,Patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,4,,,,,,0,0,0,,,
94,y,ArthritisID,nonclinician_reviewer,iPad or iPad Mini,iOS,Arthritis,Other non-profit organization,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,1,1,5,1,5,1,5,1,5,1,,,,,,,0,0,0,,,
95,n,,clinician_reviewer,iPhone,iOS,Arthritis,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, individual information",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,6,,,,,,0,0,0,,,
95,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Arthritis,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",Yes,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,5,1,5,1,5,1,5,1,5,1,,4.5,56,,,,0,0,0,,,
96,y,TracknShare,clinician_reviewer,iPhone,iOS,All of the above,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Records information, Displays patient's health information, Reminds or alerts patients",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,7,,,,,,5,0,0,,,
96,y,TracknShare,nonclinician_reviewer,iPad or iPad Mini,iOS,"Arthritis, Depression or bipolar disorder, Pain",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,3,4,3,3,3,2,3,4,3,4,,4,456,,,,4.99,0,0,,,
99,n,,clinician_reviewer,iPhone,iOS,Asthma or COPD,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),Not applicable (iOS app),No,Not stated,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,Yes,None of the above,None of the above,,,,,,,,,,,6,,,,,,0,0,0,,,
99,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Asthma or COPD,For-profit company,Phone,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,Yes,None of the above,None of the above,5,2,4,1,4,1,4,1,4,1,,3.5,17,,,,0,0,0,,,
100,n,,clinician_reviewer,iPhone,iOS,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,None of the above,None of the above,,,,,,,,,,,3,,,,,,0,9.99,9.99,,,
100,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,"Patient can e-mail information to caregiver using app, Patient can text information to caregiver using app","Patient can e-mail information to clinician using app, Patient can text information to clinician using app",5,1,5,1,5,1,5,1,5,1,,,,,,,0,9.99,9.99,,,
101,n,,clinician_reviewer,iPhone,iOS,Asthma or COPD,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,5,,,,,,0,0,0,,,
101,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Asthma or COPD,Other non-profit organization,E-mail,Clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,1,4,1,4,1,4,1,4,1,,3.5,277,,,,0,0,0,,,
102,n,,clinician_reviewer,Android tablet,Android,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it)",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,0,,,,,,,,,0,0,0
102,n,,nonclinician_reviewer,Android tablet,Android,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Enables communication of information with clinician",No,None of the above,No,None of the above,None of the above,2,1,4,1,4,1,4,1,4,1,,,,4.5,153,"1,000 - 5,000",,,,0,0,0
108,y,<30 Days,clinician_reviewer,iPhone,iOS,"Coronary artery disease or congestive heart failure, Stroke",Other non-profit organization,None of the above,Clinical expert involved,Patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",Yes,None of the above,None of the above,,,,,,,,,,,7,,,,,,0,0,0,,,
108,y,<30 Days,nonclinician_reviewer,iPad or iPad Mini,iOS,Coronary artery disease or congestive heart failure,Other non-profit organization,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, individual information",No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,None of the above,None of the above,5,1,5,1,5,1,5,1,5,1,,4.5,6,,,,0,0,0,,,
111,n,,clinician_reviewer,iPhone,iOS,None of the above,For-profit company,None of the above,No clinical expert involved,No patients involved,No,No,No,Yes,No,No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,7,,,,,,0,25.94,0,,,
111,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Coronary artery disease or congestive heart failure,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Yes,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,None of the above,None of the above,5,1,5,1,5,1,5,1,5,1,,4.5,3080,,,,0,6.99,0,,,
113,n,,clinician_reviewer,iPhone,iOS,Coronary artery disease or congestive heart failure,For-profit company,None of the above,No clinical expert involved,No patients involved,No,No,No,Yes,No,No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,Provides educational information,No,None of the above,No,None of the above,None of the above,,,,,,,,,,,0,,,,,,0,0.99,,,,
113,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,"Coronary artery disease or congestive heart failure, Hypertension",For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,No,Yes,Yes,No,No,No,Not applicable (iOS app),No,Not stated,No,Provides educational information,No,None of the above,No,None of the above,None of the above,1,1,4,1,3,1,4,1,4,1,,,,,,,0,0.99,0,,,
115,n,,clinician_reviewer,Android tablet,Android,Coronary artery disease or congestive heart failure,Other non-profit organization,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,No,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,1,,,,,,,,,0,0,0
115,n,,nonclinician_reviewer,Android tablet,Android,"Coronary artery disease or congestive heart failure, Diabetes mellitus, Hypertension",Other non-profit organization,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,No,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,3,1,4,1,3,2,3,1,3,2,,,,4.5,15,100 - 500,,,,0,0,0
116,n,,clinician_reviewer,iPhone,iOS,All of the above,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",Yes,No,No,Not applicable (iOS app),Yes,"Yes, individual information",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,Yes,None of the above,Clinician has access to information using separate login,,,,,,,,,,,8,,,,,,0,0,0,,,
116,n,,nonclinician_reviewer,iPhone,iOS,All of the above,For-profit company,"E-mail, Phone",Clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",Yes,No,No,Not applicable (iOS app),No,"Yes, individual information",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,No,None of the above,"Clinician has access to information using separate login, Patient can e-mail information to clinician using app, Patient can text information to clinician using app",4,1,5,1,4,1,5,1,5,1,,,,,,,0,0,0,,,
117,n,,clinician_reviewer,iPhone,iOS,Coronary artery disease or congestive heart failure,Individual,E-mail,No clinical expert involved,Patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,None of the above,None of the above,,,,,,,,,,,1,,,,,,0,0,0,,,
117,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Coronary artery disease or congestive heart failure,Individual,E-mail,No clinical expert involved,Patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,None of the above,None of the above,4,1,5,1,5,1,5,1,5,1,,,,,,,0,0,0,,,
118,y,Vitalbeat,clinician_reviewer,Android tablet,Android,Coronary artery disease or congestive heart failure,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Not applicable (Android app),No,Yes,No,No,"Records information, Displays patient's health information",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,1,,,,,,,,,0,0,0
118,y,Vitalbeat,nonclinician_reviewer,Android tablet,Android,"Asthma or COPD, Coronary artery disease or congestive heart failure, Diabetes mellitus, Hypertension, Obesity",For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,No,None of the above,Clinician has access to information using separate login,3,2,4,2,3,2,4,2,4,3,,,,0,, 5 - 10,,,,0,0,0
